,APINumber,date,published,UploadKey
4391,37117204470000,2011-10-09,2013-06-17 19:19:26.777251,SKY_pdf_58952_13
4392,37117204480000,2011-10-15,2013-06-17 19:20:58.554022,SKY_pdf_58954_13
4393,37117204490000,2011-10-09,2013-06-17 19:20:58.049985,SKY_pdf_58953_13
4394,37117204500000,2011-10-15,2013-06-17 19:20:23.172945,SKY_pdf_58955_13
4395,37117204510000,2011-06-08,2013-06-17 19:19:52.591524,SKY_pdf_58911_13
4396,37117204520000,2011-06-07,2013-06-17 19:20:51.561443,SKY_pdf_58910_13
4397,37117204530000,2011-05-27,2013-06-17 19:20:18.290984,SKY_pdf_58901_13
4398,37117204540000,2011-05-27,2013-06-17 19:19:51.801365,SKY_pdf_58900_13
4399,37117204550000,2011-05-17,2013-06-17 19:19:12.154342,SKY_pdf_58898_13
4400,37117204560000,2011-05-17,2013-06-17 19:19:50.341161,SKY_pdf_58897_13
4401,37117204670000,2011-09-24,2013-06-17 19:19:22.674388,SKY_pdf_58942_13
4402,37117204680000,2011-09-25,2013-06-17 19:20:21.919816,SKY_pdf_58944_13
4403,37117204690000,2011-09-29,2013-06-17 19:19:23.643847,SKY_pdf_58947_13
4404,37117204700000,2011-09-27,2013-06-17 19:20:57.442733,SKY_pdf_58946_13
4405,37117204710000,2011-09-25,2013-06-17 19:20:21.310164,SKY_pdf_58943_13
4406,37117204720000,2011-09-26,2013-06-17 19:19:59.217375,SKY_pdf_58945_13
4407,37117204730000,2012-02-13,2013-06-17 18:19:56.485927,SKY_pdf_59031_13
4408,37117204980000,2011-05-22,2013-06-17 19:19:51.010401,SKY_pdf_58899_13
4409,37117205470000,2011-07-06,2013-06-17 20:21:15.199812,SKY_pdf_58919_13
4410,37117205500000,2011-06-18,2013-06-17 19:19:16.097098,SKY_pdf_58916_13
4411,37117205510000,2011-06-07,2013-06-17 19:19:14.430416,SKY_pdf_58909_13
4412,37117205520000,2011-06-07,2013-06-17 19:20:50.846895,SKY_pdf_58907_13
4413,37117205540000,2011-06-07,2013-06-17 19:19:13.640607,SKY_pdf_58906_13
4414,37117205580000,2011-04-24,2013-06-17 19:20:46.891430,SKY_pdf_58882_13
4415,37117205640000,2011-05-11,2013-06-17 19:20:17.671543,SKY_pdf_58895_13
4416,37117205670000,2011-05-06,2013-06-17 19:19:48.640993,SKY_pdf_58889_13
4417,37117205760000,2011-11-27,2013-06-17 19:20:02.809025,SKY_pdf_58981_13
4418,37117205790000,2011-07-06,2013-06-17 19:20:52.858323,SKY_pdf_58918_13
4419,37117205800000,2011-07-08,2013-06-17 20:20:03.948721,SKY_pdf_58920_13
4420,37117205880000,2011-05-03,2013-06-17 19:19:48.050065,SKY_pdf_58888_13
4421,37117205930000,2012-04-15,2013-06-17 20:21:04.666530,SKY_pdf_59069_13
4422,37117206000000,2011-03-05,2013-06-17 20:19:12.798156,SKY_pdf_58867_13
4423,37117206100000,2011-01-21,2013-06-17 20:19:11.157477,SKY_pdf_58862_13
4424,37117206110000,2011-01-20,2013-06-17 20:19:10.267784,SKY_pdf_58858_13
4425,37117206120000,2011-01-21,2013-06-17 20:20:56.270781,SKY_pdf_58860_13
4426,37117206150000,2011-04-18,2013-06-17 19:19:45.531248,SKY_pdf_58881_13
4427,37117206160000,2011-05-09,2013-07-31 21:22:00.980657,SKY_pdf_58893_13
4428,37117206200000,2011-05-02,2013-07-31 22:46:06.422715,SKY_pdf_58887_13
4429,37117206210000,2011-04-17,2013-07-31 22:22:20.057425,SKY_pdf_58879_13
4430,37117206240000,2011-01-21,2013-06-17 20:19:52.308747,SKY_pdf_58859_13
4431,37117206300000,2011-01-20,2013-06-17 20:19:51.523753,SKY_pdf_58857_13
4432,37117206720000,2011-01-21,2013-06-17 20:20:57.144618,SKY_pdf_58861_13
4433,37117206730000,2012-04-15,2013-06-17 20:20:34.379921,SKY_pdf_59072_13
4434,37117206750000,2012-04-15,2013-06-17 20:19:24.489031,SKY_pdf_59068_13
4435,37117206790000,2012-05-23,2013-06-17 20:20:00.358239,SKY_pdf_59088_13
4436,37117206800000,2012-04-15,2013-06-17 20:21:06.197573,SKY_pdf_59071_13
4437,37117206870000,2012-01-30,2013-06-17 18:19:24.963245,SKY_pdf_59013_13
4438,37117206880000,2012-02-15,2013-06-17 18:20:01.727212,SKY_pdf_59036_13
4439,37117206890000,2012-01-30,2013-06-17 18:19:51.379102,SKY_pdf_59012_13
4440,37117206980000,2011-04-28,2013-06-17 19:19:47.527754,SKY_pdf_58886_13
4441,37117206990000,2011-04-25,2013-06-17 19:20:14.898353,SKY_pdf_58885_13
4442,37117207030000,2011-04-25,2013-06-17 19:19:46.980662,SKY_pdf_58884_13
4443,37117207110000,2011-03-05,2013-06-17 20:20:30.261146,SKY_pdf_58868_13
4444,37117207120000,2011-04-17,2013-06-17 20:19:15.976245,SKY_pdf_58878_13
4445,37117207130000,2011-04-07,2013-06-17 20:20:58.582744,SKY_pdf_58874_13
4446,37117207140000,2011-04-08,2013-06-17 20:19:53.780842,SKY_pdf_58875_13
4447,37117207640000,2011-05-14,2013-06-17 19:19:49.730721,SKY_pdf_58896_13
4448,37117207770000,2011-06-06,2013-06-17 19:20:49.877701,SKY_pdf_58905_13
4449,37117207780000,2011-11-03,2013-06-17 19:21:00.120156,SKY_pdf_58967_13
4450,37117207790000,2011-11-03,2013-06-17 19:20:24.896091,SKY_pdf_58968_13
4451,37117207800000,2011-11-03,2013-06-17 19:20:59.645163,SKY_pdf_58963_13
4452,37117207910000,2011-08-07,2013-06-17 19:20:54.037193,SKY_pdf_58926_13
4453,37117207920000,2011-08-08,2013-06-17 19:19:56.175881,SKY_pdf_58928_13
4454,37117207940000,2011-08-15,2013-06-17 19:20:55.754725,SKY_pdf_58935_13
4455,37117207950000,2011-08-15,2013-06-17 19:20:55.167086,SKY_pdf_58934_13
4456,37117208150000,2011-10-31,2013-06-17 19:20:23.653317,SKY_pdf_58961_13
4457,37117208160000,2011-10-30,2013-06-17 19:20:59.123880,SKY_pdf_58960_13
4458,37117208190000,2011-06-18,2013-06-17 19:20:52.108397,SKY_pdf_58913_13
4459,37117208200000,2011-06-17,2013-06-17 19:19:53.261081,SKY_pdf_58912_13
4460,37117208210000,2011-06-06,2013-06-17 19:19:12.724340,SKY_pdf_58903_13
4461,37117208220000,2011-06-06,2013-06-17 19:20:18.824441,SKY_pdf_58902_13
4462,37117208300000,2011-04-25,2013-06-17 19:19:46.162787,SKY_pdf_58883_13
4463,37117208470000,2012-01-19,2013-06-17 18:20:32.771423,SKY_pdf_59003_13
4464,37117208480000,2012-01-20,2013-06-17 18:21:02.106564,SKY_pdf_59006_13
4465,37117208490000,2012-01-20,2013-06-17 18:19:23.224032,SKY_pdf_59008_13
4466,37117208500000,2012-01-20,2013-06-17 18:21:02.726990,SKY_pdf_59007_13
4467,37117208510000,2011-09-12,2013-06-17 19:20:19.603495,SKY_pdf_58938_13
4468,37117208520000,2011-09-07,2013-06-17 19:20:56.275172,SKY_pdf_58937_13
4469,37117208530000,2011-05-08,2013-06-17 19:20:48.095836,SKY_pdf_58892_13
4470,37117208540000,2011-05-08,2013-06-17 19:20:15.499762,SKY_pdf_58890_13
4471,37117208550000,2011-05-08,2013-06-17 19:20:16.273520,SKY_pdf_58891_13
4472,37117208560000,2011-02-27,2013-06-17 20:19:11.900267,SKY_pdf_58864_13
4473,37117208590000,2012-02-13,2013-06-17 18:21:10.573276,SKY_pdf_59034_13
4474,37117208600000,2012-02-13,2013-06-17 18:20:37.806851,SKY_pdf_59032_13
4475,37117208610000,2012-02-13,2013-06-17 18:19:27.201645,SKY_pdf_59033_13
4476,37117208620000,2012-02-19,2013-06-17 18:20:02.480668,SKY_pdf_59038_13
4477,37117208630000,2012-02-15,2013-06-17 18:19:07.779373,SKY_pdf_59037_13
4478,37117208820000,2012-04-02,2013-06-17 20:20:54.564888,SKY_pdf_59061_13
4479,37117208830000,2012-04-02,2013-06-17 20:21:03.118940,SKY_pdf_59063_13
4480,37117208840000,2012-04-01,2013-06-17 20:21:28.419417,SKY_pdf_59060_13
4481,37117208850000,2012-04-01,2013-06-17 20:20:25.132426,SKY_pdf_59059_13
4482,37117208860000,2012-04-01,2013-06-17 20:21:27.842210,SKY_pdf_59058_13
4483,37117208870000,2012-04-02,2013-06-17 20:19:50.824521,SKY_pdf_59062_13
4484,37117208880000,2011-04-17,2013-06-17 20:20:31.956775,SKY_pdf_58877_13
4485,37117208890000,2011-04-17,2013-06-17 20:19:54.529186,SKY_pdf_58876_13
4486,37117208900000,2011-04-18,2013-06-17 19:20:45.987679,SKY_pdf_58880_13
4487,37117209080000,2011-06-06,2013-06-17 19:20:48.938412,SKY_pdf_58904_13
4488,37117209170000,2012-02-05,2013-06-17 18:20:34.295889,SKY_pdf_59015_13
4489,37117209180000,2012-02-06,2013-06-17 18:19:52.864757,SKY_pdf_59019_13
4490,37117209190000,2012-02-08,2013-06-17 18:19:53.445315,SKY_pdf_59021_13
4491,37117209200000,2012-02-09,2013-06-17 18:21:05.080296,SKY_pdf_59023_13
4492,37117209650000,2012-01-25,2013-06-17 18:19:50.830896,SKY_pdf_59010_13
4493,37117209670000,2012-01-17,2013-06-17 19:20:39.479081,SKY_pdf_59001_13
4494,37117209690000,2012-02-15,2013-06-17 18:20:01.065701,SKY_pdf_59035_13
4495,37117209700000,2011-11-25,2013-06-17 19:19:32.866403,SKY_pdf_58979_13
4496,37117209870000,2011-11-21,2013-06-17 19:20:28.857717,SKY_pdf_58978_13
4497,37117209910000,2011-07-31,2013-06-17 20:19:30.925582,SKY_pdf_58922_13
4498,37117209940000,2012-02-10,2013-06-17 18:21:05.694758,SKY_pdf_59024_13
4499,37117210150000,2011-11-29,2013-06-17 19:19:33.769881,SKY_pdf_58983_13
4500,37117210160000,2011-11-28,2013-06-17 19:20:29.568314,SKY_pdf_58982_13
4501,37117210170000,2011-11-26,2013-06-17 19:21:03.265414,SKY_pdf_58980_13
4502,37117210210000,2011-08-13,2013-06-17 19:19:58.292809,SKY_pdf_58933_13
4503,37117210220000,2011-08-20,2013-06-17 19:19:21.843581,SKY_pdf_58936_13
4504,37117210230000,2011-08-12,2013-06-17 19:19:20.306849,SKY_pdf_58929_13
4505,37117210240000,2011-08-07,2013-06-17 19:20:54.574696,SKY_pdf_58927_13
4506,37117210250000,2011-08-06,2013-06-17 19:19:19.345735,SKY_pdf_58925_13
4507,37117210260000,2011-08-06,2013-06-17 19:20:53.386676,SKY_pdf_58924_13
4508,37117210450000,2011-12-09,2013-06-17 19:21:08.776274,SKY_pdf_58984_13
4509,37117210940000,2011-10-21,2013-06-17 19:20:02.164637,SKY_pdf_58959_13
4510,37117210950000,2011-10-21,2013-06-17 19:20:01.477952,SKY_pdf_58958_13
4511,37117210960000,2011-10-21,2013-06-17 19:20:00.789968,SKY_pdf_58957_13
4512,37117211150000,2012-06-10,2013-06-17 20:20:48.447831,SKY_pdf_59101_13
4513,37117211170000,2011-12-21,2013-06-17 19:19:35.509686,SKY_pdf_58989_13
4514,37117211180000,2011-12-22,2013-06-17 19:19:37.357369,SKY_pdf_58992_13
4515,37117211190000,2011-12-20,2013-06-17 19:21:09.469562,SKY_pdf_58987_13
4516,37117211200000,2011-12-22,2013-06-17 19:19:36.818010,SKY_pdf_58991_13
4517,37117211210000,2011-12-21,2013-06-17 19:20:10.579329,SKY_pdf_58988_13
4518,37117211220000,2011-12-19,2013-06-17 19:20:09.910419,SKY_pdf_58986_13
4519,37117211390000,2011-11-17,2013-06-17 19:19:31.314656,SKY_pdf_58974_13
4520,37117211480000,2012-05-12,2013-06-17 20:20:35.204558,SKY_pdf_59080_13
4521,37117211620000,2011-06-18,2013-06-17 19:19:54.260374,SKY_pdf_58915_13
4522,37117211630000,2011-06-18,2013-06-17 19:19:15.134564,SKY_pdf_58914_13
4523,37117211680000,2011-09-23,2013-06-17 19:20:56.883635,SKY_pdf_58941_13
4524,37117211710000,2011-09-23,2013-06-17 19:20:20.783708,SKY_pdf_58940_13
4525,37117211740000,2011-10-05,2013-06-17 19:19:24.582357,SKY_pdf_58948_13
4526,37117211750000,2011-10-06,2013-06-17 19:19:25.465797,SKY_pdf_58950_13
4527,37117211770000,2011-10-06,2013-06-17 19:19:26.201667,SKY_pdf_58951_13
4528,37117211780000,2011-10-05,2013-06-17 19:20:22.584342,SKY_pdf_58949_13
4529,37117211790000,2011-10-20,2013-06-17 19:20:00.166517,SKY_pdf_58956_13
4530,37117211850000,2011-11-02,2013-06-17 19:19:27.354769,SKY_pdf_58962_13
4531,37117211860000,2011-11-03,2013-06-17 19:20:24.232239,SKY_pdf_58965_13
4532,37117211870000,2011-11-03,2013-06-17 19:19:28.853690,SKY_pdf_58966_13
4533,37117211880000,2011-11-03,2013-06-17 19:19:28.108961,SKY_pdf_58964_13
4534,37117211900000,2012-05-22,2013-06-17 20:21:09.498586,SKY_pdf_59085_13
4535,37117211910000,2012-05-22,2013-06-17 20:21:10.240227,SKY_pdf_59087_13
4536,37117211920000,2012-05-10,2013-06-17 20:21:07.023902,SKY_pdf_59077_13
4537,37117211930000,2012-05-11,2013-06-17 20:21:07.700179,SKY_pdf_59078_13
4538,37117211940000,2012-05-10,2013-06-17 20:19:25.326371,SKY_pdf_59076_13
4539,37117211950000,2012-05-29,2013-06-17 20:21:11.900176,SKY_pdf_59092_13
4540,37117211960000,2012-05-29,2013-06-17 20:20:01.193406,SKY_pdf_59091_13
4541,37117212040000,2011-11-12,2013-06-17 19:19:29.744721,SKY_pdf_58969_13
4542,37117212050000,2011-11-12,2013-06-17 19:21:01.302838,SKY_pdf_58970_13
4543,37117212060000,2012-02-27,2013-06-17 18:21:11.300322,SKY_pdf_59039_13
4544,37117212070000,2012-02-27,2013-06-17 18:20:03.850907,SKY_pdf_59041_13
4545,37117212080000,2012-02-06,2013-06-17 18:19:51.933401,SKY_pdf_59018_13
4546,37117212090000,2012-02-05,2013-06-17 18:21:03.844485,SKY_pdf_59016_13
4547,37117212100000,2012-02-27,2013-06-17 18:20:03.269901,SKY_pdf_59040_13
4548,37117212160000,2011-08-13,2013-06-17 19:19:56.950905,SKY_pdf_58930_13
4549,37117212170000,2011-08-13,2013-06-17 19:19:21.115152,SKY_pdf_58931_13
4550,37117212190000,2011-08-13,2013-06-17 19:19:57.667125,SKY_pdf_58932_13
4551,37117212200000,2011-07-31,2013-06-17 20:20:05.027599,SKY_pdf_58921_13
4552,37117212210000,2011-09-23,2013-06-17 19:20:20.199495,SKY_pdf_58939_13
4553,37117212220000,2011-11-19,2013-06-17 19:20:25.584919,SKY_pdf_58976_13
4554,37117212230000,2011-11-16,2013-06-17 19:21:01.854813,SKY_pdf_58972_13
4555,37117212240000,2011-11-17,2013-06-17 19:19:32.121338,SKY_pdf_58975_13
4556,37117212250000,2011-11-16,2013-06-17 19:19:30.587064,SKY_pdf_58971_13
4557,37117212260000,2011-11-17,2013-06-17 19:21:02.658941,SKY_pdf_58973_13
4558,37117212270000,2012-02-11,2013-06-17 18:21:06.247149,SKY_pdf_59026_13
4559,37117212280000,2012-03-07,2013-06-17 20:20:59.285654,SKY_pdf_59046_13
4560,37117212290000,2012-02-12,2013-06-17 18:20:37.060974,SKY_pdf_59029_13
4561,37117212300000,2012-02-11,2013-06-17 18:19:54.177775,SKY_pdf_59027_13
4562,37117212310000,2012-02-12,2013-06-17 18:19:55.673441,SKY_pdf_59030_13
4563,37117212320000,2012-02-12,2013-06-17 18:19:54.939485,SKY_pdf_59028_13
4564,37117212330000,2012-01-19,2013-06-17 18:20:33.568628,SKY_pdf_59004_13
4565,37117212340000,2012-01-19,2013-06-17 19:20:11.135551,SKY_pdf_59002_13
4566,37117212350000,2012-01-19,2013-06-17 18:19:50.171677,SKY_pdf_59005_13
4567,37117212390000,2012-04-15,2013-06-17 20:21:05.373412,SKY_pdf_59070_13
4568,37117212400000,2012-04-14,2013-06-17 20:19:23.706968,SKY_pdf_59067_13
4569,37117212410000,2012-04-14,2013-06-17 20:19:56.880493,SKY_pdf_59065_13
4570,37117212420000,2012-04-14,2013-06-17 20:21:03.886820,SKY_pdf_59066_13
4571,37117212430000,2012-04-14,2013-06-17 20:19:56.188485,SKY_pdf_59064_13
4572,37117212630000,2012-01-08,2013-06-17 19:19:39.064565,SKY_pdf_59000_13
4573,37117212640000,2011-12-21,2013-06-17 19:19:36.238026,SKY_pdf_58990_13
4574,37117212650000,2012-01-02,2013-06-17 19:21:11.240470,SKY_pdf_58999_13
4575,37117212710000,2011-12-23,2013-06-17 19:19:37.897380,SKY_pdf_58993_13
4576,37117212720000,2011-12-26,2013-06-17 19:20:38.166009,SKY_pdf_58995_13
4577,37117212730000,2011-01-26,2013-06-17 20:20:28.462012,SKY_pdf_58863_13
4578,37117212740000,2011-12-23,2013-06-17 19:19:38.457421,SKY_pdf_58994_13
4579,37117212910000,2012-06-04,2013-06-17 20:21:12.668573,SKY_pdf_59094_13
4580,37117212920000,2012-06-02,2013-06-17 20:20:01.975620,SKY_pdf_59093_13
4581,37117212930000,2012-05-27,2013-06-17 20:19:29.766657,SKY_pdf_59089_13
4582,37117212940000,2012-05-27,2013-06-17 20:21:11.077764,SKY_pdf_59090_13
4583,37117212950000,2012-06-06,2013-06-17 20:21:13.536183,SKY_pdf_59096_13
4584,37117212960000,2012-06-05,2013-06-17 20:20:02.795355,SKY_pdf_59095_13
4585,37117213030000,2012-04-16,2013-06-17 20:19:57.584461,SKY_pdf_59073_13
4586,37117213060000,2012-05-02,2013-06-17 20:19:59.425033,SKY_pdf_59075_13
4587,37117213070000,2012-05-22,2013-06-17 20:19:28.665317,SKY_pdf_59086_13
4588,37117213080000,2012-05-11,2013-06-17 20:19:26.123679,SKY_pdf_59079_13
4589,37117213100000,2012-01-21,2013-06-17 18:19:24.039894,SKY_pdf_59009_13
4590,37117213170000,2011-12-28,2013-06-17 19:21:10.662738,SKY_pdf_58998_13
4591,37117213180000,2011-12-27,2013-06-17 19:21:10.045564,SKY_pdf_58996_13
4592,37117213190000,2012-06-18,2013-06-17 20:21:23.963347,SKY_pdf_59106_13
4593,37117213200000,2012-06-16,2013-06-17 20:20:49.150644,SKY_pdf_59102_13
4594,37117213210000,2012-06-17,2013-06-17 20:20:33.536084,SKY_pdf_59103_13
4595,37117213230000,2012-06-18,2013-06-17 20:21:02.282506,SKY_pdf_59105_13
4596,37117213240000,2012-06-07,2013-06-17 20:20:37.488578,SKY_pdf_59097_13
4597,37117213320000,2012-03-05,2013-06-17 20:19:16.883509,SKY_pdf_59043_13
4598,37117213330000,2012-03-05,2013-06-17 18:20:04.533004,SKY_pdf_59042_13
4599,37117213340000,2012-03-08,2013-06-17 20:20:59.984434,SKY_pdf_59047_13
4600,37117213350000,2012-03-06,2013-06-17 20:19:17.681762,SKY_pdf_59044_13
4601,37117213360000,2012-03-06,2013-06-17 20:19:18.479857,SKY_pdf_59045_13
4602,37117213370000,2012-02-09,2013-06-17 18:21:04.382728,SKY_pdf_59022_13
4603,37117213380000,2012-02-08,2013-06-17 18:20:35.146439,SKY_pdf_59020_13
4604,37117213400000,2012-03-24,2013-06-17 20:21:00.724280,SKY_pdf_59051_13
4605,37117213410000,2012-03-23,2013-06-17 20:19:20.446019,SKY_pdf_59050_13
4606,37117213420000,2012-03-24,2013-06-17 20:19:23.035478,SKY_pdf_59054_13
4607,37117213430000,2012-03-24,2013-06-17 20:19:21.422297,SKY_pdf_59052_13
4608,37117213440000,2012-03-24,2013-06-17 20:19:22.125073,SKY_pdf_59053_13
4609,37117213450000,2012-03-24,2013-06-17 20:21:01.569487,SKY_pdf_59055_13
4610,37117213520000,2012-02-01,2013-06-17 18:19:25.730979,SKY_pdf_59014_13
4611,37117213610000,2012-01-25,2013-06-17 18:21:03.334608,SKY_pdf_59011_13
4612,37117213630000,2012-03-25,2013-06-17 20:20:53.792219,SKY_pdf_59057_13
4613,37117213640000,2012-03-25,2013-06-17 20:19:49.929396,SKY_pdf_59056_13
4614,37117213670000,2012-03-13,2013-06-17 20:20:32.765923,SKY_pdf_59048_13
4615,37117213680000,2012-08-10,2013-06-17 20:19:48.264238,SKY_pdf_59116_13
4616,37117213690000,2012-08-06,2013-06-17 20:20:49.880569,SKY_pdf_59115_13
4617,37117213700000,2012-08-06,2013-06-17 20:21:26.246497,SKY_pdf_59114_13
4618,37117213720000,2012-02-10,2013-06-17 18:20:36.181629,SKY_pdf_59025_13
4619,37117213730000,2012-07-14,2013-06-17 20:19:47.316098,SKY_pdf_59110_13
4620,37117213740000,2012-07-15,2013-06-17 20:20:21.506244,SKY_pdf_59111_13
4621,37117213750000,2012-07-10,2013-06-17 20:19:46.502081,SKY_pdf_59109_13
4622,37117213770000,2012-07-24,2013-06-17 20:21:25.515549,SKY_pdf_59113_13
4623,37117213780000,2012-07-15,2013-06-17 20:21:24.759084,SKY_pdf_59112_13
4624,37117213820000,2012-05-16,2013-06-17 20:19:26.980845,SKY_pdf_59082_13
4625,37117213830000,2012-05-16,2013-06-17 20:20:36.616799,SKY_pdf_59083_13
4626,37117213840000,2012-05-15,2013-06-17 20:20:35.757180,SKY_pdf_59081_13
4627,37117214000000,2012-06-08,2013-06-17 20:21:14.134971,SKY_pdf_59098_13
4628,37117214010000,2012-06-09,2013-06-17 20:19:45.784460,SKY_pdf_59100_13
4629,37117214020000,2012-06-09,2013-06-17 20:21:23.300781,SKY_pdf_59099_13
4630,37117214140000,2012-04-24,2013-06-17 20:19:58.491898,SKY_pdf_59074_13
4631,37117214150000,2012-03-20,2013-06-17 20:19:19.437477,SKY_pdf_59049_13
4632,37117214250000,2012-08-20,2013-06-17 20:20:22.347969,SKY_pdf_59118_13
4633,37117214490000,2012-08-17,2013-06-17 20:20:50.623445,SKY_pdf_59117_13
4634,37117214660000,2012-05-17,2013-06-17 20:19:27.742584,SKY_pdf_59084_13
4635,37117214860000,2012-09-03,2013-06-17 20:20:23.170106,SKY_pdf_59120_13
4636,37117218450000,2012-09-02,2013-06-17 20:21:27.011387,SKY_pdf_59119_13
4637,37121446930000,2011-08-24,2013-06-18 02:19:18.024405,SKY_pdf_59666_13
4638,37121448010000,2011-12-12,2013-06-18 02:19:18.637867,SKY_pdf_59667_13
4639,37123412510000,2011-11-07,2013-06-17 20:21:22.017860,SKY_pdf_58849_13
4640,37123465560000,2012-07-23,2013-06-17 20:19:45.046086,SKY_pdf_58851_13
4641,37123468300000,2012-05-10,2013-06-17 20:21:22.571882,SKY_pdf_58850_13
4642,37125235960000,2011-07-07,2013-06-18 02:19:26.018175,SKY_pdf_59923_13
4643,37125237980000,2011-06-13,2013-06-18 02:20:02.032461,SKY_pdf_59911_13
4644,37125238980000,2011-05-26,2013-06-18 02:19:50.696883,SKY_pdf_59909_13
4645,37125238990000,2011-05-26,2013-06-18 02:19:51.238074,SKY_pdf_59910_13
4646,37125239080000,2011-08-31,2013-06-18 02:19:27.769581,SKY_pdf_59930_13
4647,37125239090000,2011-08-31,2013-06-18 02:19:13.493373,SKY_pdf_59932_13
4648,37125239130000,2012-01-10,2013-06-17 22:19:56.810724,SKY_pdf_59990_13
4649,37125239140000,2012-01-10,2013-06-17 22:19:55.183388,SKY_pdf_59987_13
4650,37125239150000,2012-01-10,2013-06-17 22:19:29.588849,SKY_pdf_59992_13
4651,37125239160000,2012-01-10,2013-06-17 22:19:17.634812,SKY_pdf_59994_13
4652,37125239170000,2012-01-10,2013-06-17 22:19:30.787652,SKY_pdf_59995_13
4653,37125239180000,2012-01-10,2013-06-17 22:19:56.239267,SKY_pdf_59989_13
4654,37125239250000,2011-10-06,2013-06-17 23:19:22.711472,SKY_pdf_59944_13
4655,37125239280000,2011-10-06,2013-06-17 23:19:49.736472,SKY_pdf_59942_13
4656,37125239290000,2011-10-06,2013-06-17 23:20:39.433128,SKY_pdf_59941_13
4657,37125239300000,2011-10-06,2013-06-17 23:20:16.258442,SKY_pdf_59943_13
4658,37125239310000,2011-10-06,2013-06-17 23:19:50.414547,SKY_pdf_59945_13
4659,37125239500000,2011-01-20,2013-06-18 03:19:21.391707,SKY_pdf_59890_13
4660,37125239510000,2011-01-18,2013-06-18 03:19:20.744290,SKY_pdf_59889_13
4661,37125239740000,2011-06-23,2013-06-18 02:19:41.233515,SKY_pdf_59920_13
4662,37125239750000,2011-06-15,2013-06-18 02:19:40.750949,SKY_pdf_59914_13
4663,37125239760000,2011-06-15,2013-06-18 02:19:24.188794,SKY_pdf_59912_13
4664,37125239800000,2012-01-10,2013-06-17 22:19:28.962121,SKY_pdf_59991_13
4665,37125239810000,2012-01-10,2013-06-17 22:19:55.740584,SKY_pdf_59988_13
4666,37125239820000,2012-01-10,2013-06-17 22:19:30.197848,SKY_pdf_59993_13
4667,37125239940000,2011-08-31,2013-06-18 02:19:28.296944,SKY_pdf_59931_13
4668,37125240440000,2011-02-04,2013-06-18 03:19:29.131579,SKY_pdf_59891_13
4669,37125240450000,2011-05-24,2013-06-18 02:19:39.604155,SKY_pdf_59906_13
4670,37125240460000,2011-05-24,2013-06-18 02:19:23.632176,SKY_pdf_59907_13
4671,37125240580000,2011-10-24,2013-06-17 23:19:52.006840,SKY_pdf_59949_13
4672,37125240700000,2011-06-16,2013-06-18 02:19:52.159676,SKY_pdf_59916_13
4673,37125240960000,2012-01-04,2013-06-17 22:19:43.631461,SKY_pdf_59985_13
4674,37125240970000,2011-12-27,2013-06-17 22:19:43.028595,SKY_pdf_59983_13
4675,37125240980000,2012-01-04,2013-06-17 22:19:54.683085,SKY_pdf_59984_13
4676,37125240990000,2012-01-04,2013-06-17 22:19:44.171805,SKY_pdf_59986_13
4677,37125241000000,2011-12-27,2013-06-17 22:19:17.041580,SKY_pdf_59981_13
4678,37125241130000,2012-02-27,2013-06-17 22:19:57.908790,SKY_pdf_60010_13
4679,37125241140000,2012-02-27,2013-06-17 22:19:46.612628,SKY_pdf_60009_13
4680,37125241150000,2012-02-27,2013-06-17 22:19:33.159033,SKY_pdf_60005_13
4681,37125241160000,2012-02-27,2013-06-17 22:19:32.567784,SKY_pdf_60004_13
4682,37125241170000,2012-02-27,2013-06-17 22:19:20.338652,SKY_pdf_60008_13
4683,37125241180000,2012-02-27,2013-06-17 22:19:33.743194,SKY_pdf_60006_13
4684,37125241190000,2011-06-23,2013-06-18 02:19:12.815117,SKY_pdf_59919_13
4685,37125241270000,2011-12-27,2013-06-17 22:19:54.142466,SKY_pdf_59982_13
4686,37125241280000,2011-12-16,2013-06-17 22:19:53.596268,SKY_pdf_59980_13
4687,37125241300000,2011-10-24,2013-06-17 23:20:50.458402,SKY_pdf_59950_13
4688,37125241440000,2011-11-05,2013-06-17 23:19:30.595351,SKY_pdf_59974_13
4689,37125241450000,2011-11-05,2013-06-17 23:20:55.378636,SKY_pdf_59965_13
4690,37125241460000,2011-11-05,2013-06-17 23:20:19.427847,SKY_pdf_59970_13
4691,37125241470000,2011-11-05,2013-06-17 23:19:29.111507,SKY_pdf_59967_13
4692,37125241480000,2011-11-05,2013-06-17 22:19:27.240638,SKY_pdf_59976_13
4693,37125241490000,2011-11-05,2013-06-17 23:20:18.679054,SKY_pdf_59966_13
4694,37125241540000,2011-04-20,2013-06-18 02:19:21.649715,SKY_pdf_59898_13
4695,37125241590000,2011-09-19,2013-06-17 23:19:20.060593,SKY_pdf_59939_13
4696,37125241610000,2011-09-19,2013-06-18 02:19:14.076940,SKY_pdf_59936_13
4697,37125241620000,2011-09-19,2013-06-17 23:19:49.087418,SKY_pdf_59938_13
4698,37125241630000,2011-09-19,2013-06-17 23:19:40.931535,SKY_pdf_59940_13
4699,37125241640000,2011-04-24,2013-06-18 02:19:22.461648,SKY_pdf_59900_13
4700,37125241650000,2011-04-24,2013-06-18 02:20:00.906688,SKY_pdf_59899_13
